index_value,Company,TypeName,Inches,resolution_width,resolution_height,touchscreen,cpu_brand,cpu_speed,cpu_name,Ram,memory_type,primary_storage,secondary_storage,gpu_brand,OpSys,Weight,Price
683,Dell,Gaming,15.6,1920,1080,0,Intel,2.5, Core i5,16,Hybrid,128,1024,Nvidia,windows,3.21,109277
684,HP,Notebook,17.3,1920,1080,0,Intel,2, Core i3,4,SSD,256,0,AMD,windows,2.5,37243
685,Lenovo,2 in 1 Convertible,13.3,1920,1080,1,Intel,1.8, Core i7,8,SSD,512,0,Intel,windows,1.19,79867
686,Dell,Gaming,15.6,1920,1080,0,Intel,2.9, Core i7,16,Hybrid,256,1024,Nvidia,windows,3.49,149917
687,HP,Notebook,15.6,1366,768,0,Intel,2.5, Core i5,4,HDD,500,0,AMD,windows,1.86,32640
688,Dell,Notebook,15.6,1366,768,0,Intel,2, Core i3,4,HDD,1024,0,AMD,windows,2.2,29073
689,HP,Notebook,17.3,1920,1080,0,AMD,2.4, A10-Series 9600P,6,HDD,2048,0,AMD,windows,2.65,30316
690,Lenovo,Notebook,15.6,1366,768,0,Intel,1.6, Celeron Dual,4,HDD,500,0,Intel,windows,2.1,16943
691,Acer,Notebook,14,1366,768,0,Intel,1.6, Celeron Dual,4,Flash Storage,32,0,Intel,other,1.45,19980
692,Lenovo,Notebook,14,1920,1080,0,Intel,2.5, Core i5,4,SSD,256,0,Intel,windows,1.7,37243
693,HP,Workstation,17.3,1920,1080,0,Intel,2.8, Core i7,8,HDD,500,0,Nvidia,windows,3.14,101658
694,Lenovo,2 in 1 Convertible,14,2560,1440,1,Intel,2.7, Core i7,8,SSD,256,0,Intel,windows,1.42,137995
695,Toshiba,Notebook,13.3,1920,1080,0,Intel,2.5, Core i5,8,SSD,256,0,Intel,windows,1.5,51841
696,Acer,Netbook,11.6,1366,768,0,Intel,1.6, Celeron Dual,4,Flash Storage,32,0,Intel,windows,1.4,14332
697,Lenovo,2 in 1 Convertible,14,1920,1080,1,Intel,2.7, Core i7,16,SSD,512,0,Intel,windows,1.38,93187
698,Asus,2 in 1 Convertible,12.5,1920,1080,1,Intel,0.9, Core M,4,Flash Storage,64,0,Intel,other,1.2,35644
699,Toshiba,Ultrabook,13.3,1920,1080,1,Intel,2.5, Core i7,16,SSD,512,0,Intel,windows,1.36,100007
701,Dell,Gaming,15.6,1920,1080,0,Intel,2.5, Core i5,8,HDD,1024,0,Nvidia,windows,2.56,43636
702,Lenovo,Notebook,15.6,1920,1080,0,AMD,2.9, A9-Series 9420,4,SSD,256,0,AMD,windows,2.2,21259
703,Lenovo,Notebook,15.6,1366,768,0,AMD,3.6, A12-Series 9720P,8,HDD,1024,0,AMD,windows,2.2,22857
704,Lenovo,Notebook,15.6,1920,1080,0,Intel,2.5, Core i5,4,HDD,1024,1024,Intel,windows,2.1,33111
705,Lenovo,Notebook,15.6,1366,768,0,Intel,2, Core i3,4,HDD,500,0,Intel,N/A,1.9,23976
706,Dell,Notebook,15.6,1920,1080,0,Intel,2.5, Core i5,8,SSD,256,0,Intel,windows,2.18,42358
707,Acer,2 in 1 Convertible,13.3,1920,1080,1,Intel,1.6, Core i5,1,SSD,256,0,Intel,windows,1.6,53227
708,Lenovo,Workstation,15.6,1920,1080,0,Intel,2.5, Core i7,16,SSD,512,0,Nvidia,windows,2.18,98834
709,Lenovo,Notebook,14,1920,1080,0,Intel,2.3, Core i5,8,SSD,256,0,Intel,windows,1.8,63456
710,HP,Notebook,17.3,1920,1080,0,AMD,2.5, A10-Series 9620P,6,HDD,2048,0,AMD,windows,2.71,34899
711,Lenovo,Gaming,15.6,1920,1080,0,Intel,2.8, Core i7,8,Hybrid,128,1024,Nvidia,windows,2.5,66547
712,Dell,Notebook,14,1920,1080,0,Intel,2.8, Core i5,8,SSD,256,0,Nvidia,linux,1.64,58022
713,Dell,Notebook,15.6,1920,1080,0,Intel,2.5, Core i5,8,HDD,1024,0,Intel,linux,1.98,38681
714,Asus,Notebook,14,1920,1080,0,Intel,1.1, Celeron Dual,4,Flash Storage,32,0,Intel,windows,1.5,15877
715,Dell,Notebook,15.6,1920,1080,0,Intel,2.6, Core i5,16,SSD,512,0,Intel,windows,1.93,76012
716,Lenovo,Notebook,14,1920,1080,0,Intel,2.5, Core i5,8,SSD,256,0,Nvidia,windows,1.87,45665
717,Dell,Notebook,15.6,1920,1080,0,Intel,2.6, Core i5,8,SSD,256,0,Intel,windows,1.9,62817
718,Lenovo,Notebook,15.6,1366,768,0,AMD,2, A6-Series 7310,4,HDD,500,0,AMD,windows,2.19,15877
719,Mediacom,Notebook,14,1920,1200,0,Intel,1.9, Atom Z8350,4,HDD,32,0,Intel,windows,1.4,14119
720,HP,Notebook,17.3,1920,1080,0,Intel,2.7, Core i7,8,SSD,256,0,Nvidia,windows,2.63,63936
721,Lenovo,Ultrabook,14,2560,1440,0,Intel,2.5, Core i7,64,SSD,512,0,Intel,windows,1.17,89864
722,HP,2 in 1 Convertible,13.3,1366,768,1,Intel,2.5, Core i5,8,SSD,256,0,Intel,windows,1.58,44574
723,Lenovo,Ultrabook,14,1920,1080,0,Intel,2.5, Core i5,8,SSD,256,0,Intel,windows,1.32,79867
724,Dell,Gaming,17.3,3840,2160,0,Intel,2.8, Core i7,32,Hybrid,1024,1024,Nvidia,windows,4.36,194973
725,MSI,Gaming,17.3,1920,1080,0,Intel,2.8, Core i7,8,Hybrid,128,1024,Nvidia,windows,2.7,71847
726,Lenovo,Notebook,15.6,1366,768,0,Intel,2.5, Core i5,4,HDD,1024,0,Intel,N/A,1.9,26102
728,Dell,2 in 1 Convertible,13.3,1920,1080,1,Intel,2.4, Core i3,4,HDD,1024,0,Intel,windows,1.71,34579
729,Dell,Notebook,15.6,1366,768,0,Intel,2.5, Core i5,8,HDD,1024,0,AMD,linux,2.32,31410
730,HP,Notebook,15.6,1920,1080,0,AMD,3, A9-Series 9420,4,HDD,1024,0,AMD,windows,2.1,26054
731,Acer,Gaming,17.3,1920,1080,0,Intel,2.6, Core i7,16,Hybrid,128,1024,Nvidia,windows,4.2,103097
732,Dell,Notebook,15.6,1366,768,0,Intel,2.5, Core i5,12,HDD,1024,0,Intel,windows,2.25,34579
733,HP,Notebook,15.6,1920,1080,0,AMD,3, A9-Series A9-9420,6,Hybrid,128,1024,AMD,windows,2.1,34632
734,Acer,Notebook,15.6,1366,768,0,Intel,2.5, Core i5,4,HDD,500,0,Intel,windows,2.4,29784
735,Lenovo,Notebook,13.3,1920,1080,0,Intel,2.5, Core i5,8,SSD,256,0,Intel,windows,1.44,51149
736,Lenovo,Notebook,15.6,1920,1080,0,Intel,2.7, Core i7,4,HDD,1024,0,Intel,windows,1.85,41505
737,HP,Workstation,15.6,1920,1080,0,Intel,2.8, Core i7,16,SSD,256,0,Nvidia,windows,2.6,128884
738,Dell,2 in 1 Convertible,13.3,1920,1080,1,Intel,1.6, Core i5,8,HDD,1024,0,Intel,windows,1.55,35112
739,MSI,Gaming,15.6,1920,1080,0,Intel,2.8, Core i7,16,Hybrid,256,1024,Nvidia,windows,1.8,111594
740,Acer,Notebook,15.6,1366,768,0,Intel,2, Core i3,4,HDD,500,0,Intel,windows,2.4,21887
741,Dell,Notebook,15.6,1920,1080,0,Intel,2.7, Core i7,8,Hybrid,128,1024,Nvidia,windows,2,64309
742,Dell,Notebook,15.6,1366,768,0,Intel,2, Core i3,8,SSD,256,0,Intel,windows,2,35431
743,Toshiba,Notebook,14,1920,1080,1,Intel,2.5, Core i5,8,SSD,256,0,Intel,windows,1.25,81785
744,Lenovo,2 in 1 Convertible,14,1920,1080,1,Intel,2.5, Core i5,8,SSD,256,0,Intel,windows,1.7,53227
745,Lenovo,Workstation,15.6,3840,2160,0,Intel,2.8, Core i7,16,SSD,1024,0,Nvidia,windows,2.5,175771
746,Acer,Notebook,14,1366,768,0,Intel,1.6, Celeron Dual,2,Flash Storage,32,0,Intel,other,1.68,17582
747,Samsung,Ultrabook,13.3,1920,1080,0,Intel,2.7, Core i7,16,SSD,256,0,Intel,windows,0.81,87859
749,Dell,Notebook,14,1366,768,0,Intel,2.5, Core i5,8,SSD,256,0,Intel,windows,1.6,60031
750,HP,Workstation,17.3,1920,1080,0,Intel,2.9, Xeon E3-1535M,16,SSD,256,0,Nvidia,windows,3,233846
751,Lenovo,Netbook,11.6,1366,768,1,Intel,1.6, Celeron Dual,4,SSD,128,0,Intel,windows,1.4,25308
752,HP,Notebook,15.6,1920,1080,0,Intel,2.4, Core i5,8,SSD,256,0,Intel,windows,1.84,101232
753,Asus,Notebook,15.6,1366,768,0,Intel,2.3, Core i5,4,HDD,1024,0,Nvidia,N/A,2.45,30849
755,Asus,Notebook,15.6,1366,768,0,Intel,2.7, Core i7,4,SSD,256,0,Intel,windows,2.37,45283
756,Lenovo,2 in 1 Convertible,13.3,3200,1800,1,Intel,1.8, Core i5,8,SSD,256,0,Intel,windows,1.3,63883
757,HP,Notebook,15.6,1920,1080,0,Intel,2.5, Core i5,8,Hybrid,128,1024,Nvidia,windows,2.2,58555
758,HP,Workstation,15.6,1920,1080,0,Intel,2.6, Core i7,8,SSD,256,0,Nvidia,windows,2.59,83170
759,Dell,Gaming,15.6,3840,2160,0,Intel,2.8, Core i7,16,Hybrid,256,1024,Nvidia,windows,4.42,152860
760,Acer,Notebook,15.6,1366,768,0,Intel,2.5, Core i5,4,SSD,256,0,Intel,windows,2.1,31915
761,Lenovo,Gaming,15.6,1920,1080,0,Intel,2.8, Core i7,8,Hybrid,128,1024,Nvidia,windows,2.5,55837
762,Dell,Ultrabook,12.5,1920,1080,0,Intel,2.8, Core i7,16,SSD,256,0,Intel,windows,1.18,99048
763,Google,Ultrabook,12.3,2400,1600,1,Intel,1.2, Core i5,8,SSD,256,0,Intel,other,1.1,83064
764,Asus,Ultrabook,13.3,3200,1800,0,Intel,2.5, Core i5,8,SSD,256,0,Intel,windows,1.2,60153
765,Dell,Notebook,13.3,1366,768,0,Intel,2, Core i3,4,HDD,500,0,Intel,windows,1.65,45235
766,Acer,Notebook,13.3,1366,768,0,Intel,2.3, Core i5,4,SSD,128,0,Intel,windows,1.6,34898
767,Asus,Notebook,17.3,1366,768,0,Intel,1.1, Pentium Quad,4,HDD,1024,0,Nvidia,windows,2.8,25060
768,Dell,Gaming,15.6,3840,2160,1,Intel,2.6, Core i7,16,Hybrid,128,1024,Nvidia,windows,2.72,58555
769,Samsung,Ultrabook,13.3,1920,1080,1,Intel,2.7, Core i7,8,SSD,256,0,Intel,windows,1.31,85195
770,Acer,Notebook,15.6,1366,768,0,Intel,1.1, Pentium Quad,4,HDD,1024,0,Intel,linux,2.1,15877
771,Dell,Notebook,15.6,1920,1080,0,Intel,2.7, Core i7,16,NULL,0,0,AMD,windows,2.3,62938
772,Samsung,2 in 1 Convertible,15,1920,1080,1,Intel,2.7, Core i7,16,SSD,256,0,AMD,windows,1.71,95851
773,Toshiba,Notebook,14,1366,768,0,Intel,2.3, Core i5,4,SSD,128,0,Intel,windows,1.75,54346
774,Dell,Gaming,15.6,1920,1080,0,Intel,2.8, Core i7,8,HDD,1024,0,Nvidia,windows,2.62,58555
776,Asus,2 in 1 Convertible,15.6,1920,1080,1,Intel,2.7, Core i7,12,HDD,2048,0,Nvidia,windows,2.3,44702
777,Lenovo,Notebook,15.6,3840,2160,0,Intel,2.7, Core i7,16,SSD,512,0,Nvidia,windows,2.5,126274
778,Acer,Notebook,14,1920,1080,0,Intel,2.4, Core i3,4,SSD,128,0,Intel,windows,1.8,33886
779,Razer,Gaming,14,1920,1080,0,Intel,2.8, Core i7,16,SSD,512,0,Nvidia,windows,1.95,154459
780,Asus,Notebook,15.6,1920,1080,0,Intel,1.1, Pentium Dual,8,SSD,128,0,Intel,windows,2,31004
781,Dell,Gaming,17.3,1920,1080,0,Intel,2.8, Core i7,32,Hybrid,1024,1024,Nvidia,windows,4.42,191211
782,Asus,Gaming,17.3,1920,1080,0,Intel,2.6, Core i7,16,Hybrid,256,1024,Nvidia,windows,4.3,125208
783,Toshiba,Ultrabook,14,1920,1080,0,Intel,2.6, Core i7,16,SSD,512,0,Nvidia,windows,1.47,93986
784,Lenovo,Notebook,15.6,1366,768,0,Intel,1.6, Celeron Quad,8,HDD,1024,0,Intel,N/A,2.2,17529
785,Lenovo,Ultrabook,14,1920,1080,0,Intel,2.7, Core i7,16,SSD,512,0,Intel,windows,1.7,122491
786,MSI,Gaming,14,1920,1080,0,Intel,2.8, Core i7,16,Hybrid,256,1024,Nvidia,windows,1.6,100752
787,MSI,Gaming,15.6,1920,1080,0,Intel,2.5, Core i5,8,Hybrid,128,1024,Nvidia,windows,2.2,58022
788,Lenovo,Gaming,15.6,1920,1080,0,Intel,2.8, Core i7,4,HDD,1024,0,Nvidia,windows,2.4,53227
789,Acer,Gaming,17.3,1920,1080,0,Intel,2.8, Core i7,16,Hybrid,256,1024,Nvidia,windows,4.2,122491
790,Dell,Gaming,15.6,1920,1080,0,Intel,2.5, Core i5,8,SSD,256,0,Nvidia,windows,2.62,52481
791,Asus,Gaming,15.6,1920,1080,0,Intel,2.8, Core i7,8,Hybrid,128,1024,Nvidia,windows,2.24,71342
792,Vero,Notebook,14,1920,1080,0,Intel,1.1, Celeron Dual,4,Flash Storage,32,0,Intel,windows,1.22,10811
793,Lenovo,2 in 1 Convertible,13.3,1920,1080,1,Intel,2.7, Core i7,8,SSD,512,0,Intel,windows,1.37,104962
794,Lenovo,2 in 1 Convertible,15.6,1920,1080,1,Intel,2.5, Core i5,8,SSD,256,0,AMD,windows,2.08,51096
795,Apple,Ultrabook,12,2304,1440,0,Intel,1.2, Core M,8,Flash Storage,512,0,Intel,macos,0.92,62071
796,Lenovo,2 in 1 Convertible,14,2560,1440,1,Intel,2.5, Core i5,8,SSD,256,0,Intel,windows,1.42,124142
797,Asus,Notebook,14,1366,768,0,Intel,1.1, Celeron Dual,4,Flash Storage,32,0,Intel,windows,1.63,15931
798,Dell,Notebook,15.6,1366,768,0,Intel,2.5, Core i5,8,SSD,128,0,Intel,windows,1.95,43157
799,Lenovo,2 in 1 Convertible,13.9,1920,1080,1,Intel,2.7, Core i7,8,SSD,256,0,Intel,windows,1.38,71875
800,Dell,Notebook,15.6,1920,1080,0,Intel,2, Core i3,8,SSD,256,0,AMD,windows,2,39374
801,HP,Workstation,15.6,1920,1080,0,Intel,2.8, Core i7,8,SSD,256,0,Nvidia,windows,3.14,110018
802,Asus,Notebook,15.6,1920,1080,0,Intel,2.5, Core i5,8,SSD,256,0,Intel,windows,2.37,58555
803,Dell,Ultrabook,13.3,1920,1080,0,Intel,2.5, Core i5,8,SSD,256,0,Intel,windows,1.29,79867
804,Dell,Notebook,15.6,3840,2160,1,Intel,2.5, Core i5,8,SSD,256,0,Nvidia,windows,2.06,93187
805,Dell,Netbook,11.6,1366,768,0,Intel,1.1, Pentium Quad,4,SSD,128,0,Intel,windows,1.63,39640
806,HP,Netbook,12.5,1366,768,0,Intel,2.6, Core i5,8,SSD,256,0,Intel,windows,1.26,74006
807,Toshiba,Notebook,15.6,1366,768,0,Intel,2.3, Core i5,4,HDD,500,0,Intel,windows,2.1,41558
808,HP,Notebook,15.6,1366,768,0,AMD,2.5, A12-Series 9700P,8,HDD,2048,0,AMD,windows,2.04,33513
809,Dell,Gaming,15.6,3840,2160,0,Intel,2.8, Core i7,16,SSD,512,0,Nvidia,windows,2.62,89457
810,Lenovo,Notebook,15.6,1920,1080,0,Intel,2.5, Core i5,4,HDD,1024,0,Nvidia,windows,2.4,32448
811,HP,Gaming,17.3,1920,1080,0,Intel,2.8, Core i7,12,HDD,1024,0,AMD,windows,3.74,93187
812,MSI,Gaming,17.3,1920,1080,0,Intel,2.8, Core i7,16,Hybrid,512,1024,Nvidia,windows,2.9,128671
813,Samsung,Ultrabook,13.3,1920,1080,0,Intel,2.5, Core i5,8,SSD,256,0,Intel,windows,0.81,79867
814,Dell,Notebook,15.6,1920,1080,0,Intel,2.7, Core i7,8,HDD,1024,0,Nvidia,windows,1.98,51202
815,Dell,Notebook,15.6,1920,1080,0,Intel,2.5, Core i5,8,SSD,256,0,AMD,windows,2.18,42081
816,Lenovo,Ultrabook,14,1920,1080,0,Intel,2.7, Core i7,8,SSD,256,0,Intel,windows,1.32,99048
817,Razer,Ultrabook,12.5,3840,2160,1,Intel,2.5, Core i7,16,SSD,512,0,Intel,windows,1.29,95851
818,HP,Netbook,11.6,1366,768,0,Intel,1.6, Celeron Dual,4,Flash Storage,16,0,Intel,other,1.23,20513
819,Dell,Gaming,17.3,1920,1080,0,Intel,2.8, Core i7,16,Hybrid,128,1024,Nvidia,windows,4.36,133467
820,Dell,Notebook,14,1366,768,0,Intel,2.3, Core i5,4,HDD,500,0,Intel,windows,1.76,40226
821,Lenovo,Notebook,15.6,1366,768,0,Intel,2, Core i3,4,HDD,500,0,Intel,windows,2.1,26102
822,Toshiba,Ultrabook,14,1366,768,0,Intel,2.5, Core i5,4,SSD,128,0,Intel,windows,1.25,58075
823,Lenovo,Ultrabook,14,1920,1080,0,Intel,2.7, Core i7,8,SSD,512,0,Intel,windows,1.13,133147
824,MSI,Gaming,15.6,1920,1080,0,Intel,2.5, Core i5,8,SSD,256,0,Nvidia,windows,2.4,63883
825,Lenovo,Ultrabook,14,1920,1080,0,Intel,2.5, Core i5,8,Flash Storage,256,0,Intel,windows,1.13,99900
826,Toshiba,Notebook,14,1366,768,0,Intel,2.1, Pentium Dual,4,SSD,128,0,Intel,windows,1.75,26587
827,Asus,2 in 1 Convertible,13.3,1920,1080,1,Intel,2.5, Core i5,8,SSD,256,0,Intel,windows,1.1,72354
828,Dell,Notebook,14,1366,768,0,Intel,2, Core i3,4,HDD,500,0,Intel,windows,1.76,31169
829,Acer,Netbook,11.6,1366,768,0,Intel,1.6, Celeron Dual,4,Flash Storage,32,0,Intel,other,1.35,18914
830,Acer,Notebook,14,1920,1080,0,Intel,2.4, Core i3,8,SSD,128,0,Intel,windows,1.5,32980
831,Razer,Gaming,17.3,3840,2160,1,Intel,2.9, Core i7,32,SSD,512,0,Nvidia,windows,3.49,292987
832,Lenovo,Ultrabook,14,2560,1440,0,Intel,2.6, Core i7,16,SSD,512,0,Intel,windows,1.1,111835
833,Asus,Notebook,15.6,1920,1080,0,Intel,2.5, Core i5,4,HDD,1024,0,Nvidia,linux,2.1,27652
834,Lenovo,Notebook,14,1920,1080,0,Intel,2.3, Core i5,8,SSD,256,0,Intel,windows,1.7,63190
835,Lenovo,Notebook,14,1920,1080,0,Intel,2.6, Core i5,8,SSD,256,0,Intel,windows,1.32,87912
836,Dell,Gaming,15.6,1920,1080,0,Intel,2.8, Core i7,16,Hybrid,256,1024,Nvidia,windows,3.21,147832
837,Asus,Gaming,17.3,1920,1080,0,Intel,2.8, Core i7,16,Hybrid,256,1024,Nvidia,windows,2.9,128884
838,Toshiba,Notebook,15.6,1366,768,0,Intel,2.4, Core i3,4,HDD,500,0,Intel,windows,2,35644
839,Lenovo,Notebook,14,1366,768,0,Intel,1.6, Celeron Quad,4,Flash Storage,16,0,Intel,other,1.5,17316
840,Asus,Notebook,15.6,1920,1080,0,Intel,2.5, Core i5,8,HDD,128,0,Intel,windows,2.3,31435
841,Asus,Gaming,17.3,1920,1080,0,Intel,2.6, Core i7,16,Hybrid,512,1024,Nvidia,windows,2.73,95851
842,Dell,Gaming,17.3,1920,1080,0,Intel,2.8, Core i7,32,Hybrid,512,1024,Nvidia,windows,4.42,163724
843,HP,Notebook,17.3,1600,900,0,Intel,2.5, Core i5,8,HDD,1024,0,Nvidia,windows,2.63,48485
844,Dell,Notebook,15.6,1366,768,0,Intel,2.5, Core i5,8,SSD,128,0,Intel,windows,2.18,38041
845,HP,Ultrabook,14,1920,1080,0,Intel,2.5, Core i7,8,SSD,512,0,Intel,windows,1.54,99634
846,Dell,Notebook,15.6,1920,1080,0,Intel,2.7, Core i7,4,SSD,256,0,AMD,windows,2.18,39374
847,HP,2 in 1 Convertible,11.6,1366,768,1,Intel,1.1, Celeron Dual,4,Flash Storage,32,0,Intel,other,1.4,32767
848,Asus,Ultrabook,13.3,1920,1080,0,Intel,2.3, Core i5,8,SSD,512,0,Nvidia,windows,1.45,54665
849,HP,2 in 1 Convertible,13.3,1920,1080,1,Intel,2.5, Core i5,8,SSD,256,0,Intel,windows,1.28,121319
850,HP,Ultrabook,14,1920,1080,0,Intel,2.5, Core i7,8,SSD,512,0,Intel,windows,1.54,78215
851,HP,Notebook,15.6,1366,768,0,Intel,1.6, Celeron Dual,4,SSD,128,0,Intel,N/A,1.86,15931
852,Asus,Gaming,15.6,1920,1080,0,Intel,2.8, Core i7,16,Hybrid,128,1024,Nvidia,windows,2.1,101179
853,Dell,Notebook,17.3,1920,1080,0,Intel,2.7, Core i7,8,HDD,1024,0,AMD,linux,2.83,46087
854,Lenovo,Ultrabook,14,1920,1080,0,Intel,2.8, Core i7,8,SSD,256,0,Nvidia,windows,1.96,101392
855,Asus,Notebook,15.6,1920,1080,0,Intel,2.7, Core i7,8,SSD,256,0,Nvidia,windows,2.3,41931
856,Dell,Notebook,15.6,1920,1080,0,Intel,2.5, Core i5,8,SSD,128,0,Intel,windows,1.9,50350
857,Asus,Notebook,15.6,1366,768,0,Intel,1.1, Pentium Quad,4,HDD,1024,0,Intel,windows,2,23923
858,HP,2 in 1 Convertible,13.3,1920,1080,1,Intel,2.8, Core i7,8,SSD,256,0,Intel,windows,1.28,136344
859,Dell,Notebook,13.3,1920,1080,1,Intel,2.3, Core i5,8,HDD,1024,0,Intel,windows,1.62,34579
860,Lenovo,Notebook,15.6,1920,1080,0,Intel,2, Core i3,4,HDD,1024,0,Intel,N/A,2.2,24988
861,Lenovo,Notebook,15.6,1920,1080,0,Intel,2.5, Core i5,8,HDD,1024,0,Intel,windows,2.3,45323
862,HP,Notebook,15.6,1920,1080,0,Intel,2.6, Core i5,8,SSD,256,0,AMD,windows,1.84,71875
863,Toshiba,Notebook,13.3,1920,1080,0,Intel,2.5, Core i5,4,SSD,128,0,Intel,windows,1.05,68465
864,Lenovo,Gaming,15.6,1920,1080,0,Intel,2.5, Core i5,8,HDD,1024,0,Nvidia,N/A,2.5,54186
865,Dell,Ultrabook,13.3,3200,1800,1,Intel,2.5, Core i7,16,SSD,512,0,Intel,windows,1.29,119347
866,HP,Notebook,15.6,1920,1080,0,Intel,2.3, Core i5,4,HDD,500,0,Intel,windows,2.07,48485
867,Toshiba,Ultrabook,13.3,1366,768,0,Intel,2.3, Core i5,8,SSD,256,0,Intel,windows,1.2,58342
868,Lenovo,2 in 1 Convertible,13.3,1920,1080,1,Intel,2.7, Core i7,8,SSD,256,0,Intel,windows,1.37,103896
869,Acer,Notebook,14,1920,1080,0,Intel,2.5, Core i5,8,SSD,256,0,Intel,windows,1.56,48059
870,Dell,Workstation,15.6,1920,1080,0,Intel,2.8, Core i7,8,HDD,1024,0,Nvidia,windows,2.23,94732
871,Lenovo,Notebook,15.6,1366,768,0,Intel,2.5, Core i5,4,HDD,500,0,Intel,windows,2.38,56210
872,Lenovo,Notebook,15.6,1920,1080,0,Intel,2, Core i3,4,HDD,1024,0,AMD,N/A,2.2,25521
873,Toshiba,Notebook,15.6,1920,1080,0,Intel,2.7, Core i7,8,SSD,256,0,Intel,windows,2,73953
874,Lenovo,Notebook,13.3,1920,1080,0,Intel,2.4, Core i3,4,SSD,180,0,Intel,windows,1.44,39161
875,Samsung,Ultrabook,15,1920,1080,0,Intel,2.7, Core i7,16,SSD,256,0,Nvidia,windows,1.23,98515
876,Dell,Ultrabook,12.5,1920,1080,0,Intel,2.8, Core i7,8,SSD,256,0,Intel,windows,1.6,90043
877,Asus,Notebook,15.6,1366,768,0,Intel,1.1, Pentium Quad,4,HDD,1024,0,Intel,linux,2,21258
878,Xiaomi,Ultrabook,13.3,1920,1080,0,Intel,2.3, Core i5,8,SSD,256,0,Nvidia,windows,1.28,49817
879,Dell,Notebook,15.6,1920,1080,0,Intel,2.5, Core i5,4,Hybrid,128,1024,Nvidia,windows,2.18,48618
880,HP,Notebook,15.6,1920,1080,0,Intel,2.5, Core i5,4,SSD,256,0,Intel,windows,2.04,44702
881,HP,2 in 1 Convertible,13.3,1920,1080,1,Intel,2.5, Core i5,4,SSD,256,0,Intel,windows,1.28,90576
882,HP,2 in 1 Convertible,15.6,1366,768,1,Intel,2.5, Core i5,4,HDD,500,0,Intel,windows,2.3,36486
883,Asus,Notebook,14.1,1366,768,0,Intel,1.1, Celeron Dual,4,Flash Storage,32,0,Intel,windows,1.65,18541
884,Lenovo,Notebook,15.6,1920,1080,0,Intel,2.5, Core i7,8,HDD,1024,0,Nvidia,windows,2.2,35644
885,Dell,Notebook,15.6,1366,768,0,Intel,1.6, Pentium Quad,4,HDD,500,0,Intel,windows,2.2,19660
886,HP,2 in 1 Convertible,13.3,1920,1080,1,Intel,2.5, Core i5,4,SSD,256,0,Intel,windows,1.28,95851
887,Dell,Notebook,15.6,1366,768,0,Intel,2, Core i3,4,HDD,1024,0,AMD,linux,2.18,24280
888,Asus,Gaming,17.3,1920,1080,0,Intel,2.5, Core i5,12,Hybrid,128,1024,Nvidia,windows,2.2,72988
889,Acer,Netbook,11.6,1366,768,0,Intel,1.6, Celeron Dual,4,Flash Storage,32,0,Intel,other,1.25,15824
890,Lenovo,Notebook,17.3,1600,900,0,AMD,2.2, A4-Series 7210,4,HDD,500,0,AMD,windows,2.8,20193
891,HP,Notebook,14,1920,1080,0,Intel,2.5, Core i5,4,SSD,128,0,Intel,windows,1.95,67399
892,HP,2 in 1 Convertible,13.3,3200,1800,1,Intel,2.7, Core i7,16,SSD,256,0,Intel,windows,1.42,74539
893,Samsung,Ultrabook,15,1920,1080,0,Intel,2.7, Core i7,8,SSD,256,0,Intel,windows,1.17,90523
894,Lenovo,Ultrabook,14,1920,1080,0,Intel,2.5, Core i5,8,SSD,256,0,Intel,windows,1.32,95851
895,MSI,Gaming,17.3,3840,2160,0,Intel,2.6, Core i7,16,Hybrid,512,2048,Nvidia,windows,2.43,141139
896,Toshiba,Notebook,13.3,1920,1080,0,Intel,2.5, Core i5,8,SSD,256,0,Intel,windows,1.05,78588
897,Dell,Gaming,15.6,1920,1080,0,Intel,2.8, Core i7,8,HDD,1024,0,Nvidia,linux,2.62,49497
898,HP,Notebook,15.6,1920,1080,0,Intel,2.7, Core i7,8,HDD,1024,0,Nvidia,windows,2.04,47952
899,Dell,Notebook,15.6,1366,768,0,Intel,2, Core i3,4,HDD,1024,0,AMD,windows,2.18,32714
900,Dell,Notebook,15.6,1920,1080,0,Intel,2.6, Core i5,8,HDD,500,0,Intel,windows,1.9,49817
901,Dell,2 in 1 Convertible,13.3,3200,1800,1,Intel,1.3, Core i7,8,SSD,512,0,Intel,windows,1.24,107258
902,Asus,Gaming,17.3,1920,1080,0,Intel,2.7, Core i7,32,SSD,256,256,Nvidia,windows,3.58,68145
903,Dell,2 in 1 Convertible,13.3,1920,1080,1,Intel,1.3, Core i7,16,SSD,256,0,Intel,windows,1.22,87859
904,Lenovo,Ultrabook,14,1920,1080,0,Intel,2.7, Core i7,8,Flash Storage,256,0,Intel,windows,1.13,109171
905,Lenovo,Notebook,15.6,1920,1080,0,Intel,2.5, Core i5,8,SSD,512,0,Intel,windows,1.95,104588
906,LG,Ultrabook,15.6,1920,1080,1,Intel,2.7, Core i7,16,SSD,512,0,Intel,windows,1.08,111835
907,HP,Netbook,12.5,1920,1080,0,Intel,2.7, Core i7,8,SSD,512,0,Intel,windows,1.26,79014
908,Acer,Notebook,15.6,1920,1080,0,Intel,1.5, Celeron Dual,4,Flash Storage,16,0,Intel,other,2.2,19128
909,Lenovo,Notebook,15.6,1920,1080,0,Intel,2.3, Core i5,8,Hybrid,128,1024,Nvidia,windows,2.6,42038
